age,sex,race,marital-status,relationship,workclass,fnlwgt,education,education-num,occupation,capital-gain,capital-loss,hours-per-week,native-country,target
35,0,0,1,1,1,61343,1,9,10,0,0,90,0,<=50K
48,0,0,0,4,4,81154,9,11,11,0,0,48,0,<=50K
23,0,0,1,1,2,162945,1,9,5,0,2377,40,0,<=50K
37,0,0,0,0,2,225504,3,14,5,0,0,50,0,<=50K
44,0,0,1,1,5,191712,3,14,3,0,2415,55,0,>50K
44,0,0,1,1,2,176063,1,9,6,0,0,50,0,>50K
36,0,0,2,0,2,198587,0,13,3,0,0,40,0,<=50K
26,0,0,1,1,0,34965,5,10,1,0,0,12,0,<=50K
31,0,0,0,0,5,467108,0,13,3,0,0,45,0,>50K
29,0,0,1,1,2,204984,1,9,10,0,0,50,0,<=50K
53,1,1,6,4,2,217568,1,9,10,0,0,40,0,<=50K
52,0,0,1,1,2,48343,9,11,1,0,0,40,0,<=50K
55,0,0,1,1,2,193130,1,9,2,0,1887,40,0,>50K
31,0,0,1,1,2,253354,12,6,5,0,0,40,0,<=50K
55,0,0,1,1,2,191367,1,9,5,0,0,40,0,<=50K
48,0,0,1,1,2,148995,3,14,3,0,0,55,0,>50K
20,1,0,0,3,2,123901,1,9,10,0,0,40,0,<=50K
50,1,0,1,2,4,117496,1,9,0,7298,0,30,0,>50K
45,0,0,1,1,5,32356,0,13,1,0,0,51,0,<=50K
17,0,0,0,5,2,206506,12,6,2,0,0,10,22,<=50K
38,1,0,2,0,2,218729,1,9,4,0,0,25,0,<=50K
43,1,0,2,4,2,52498,1,9,1,0,0,40,0,>50K
22,0,0,1,1,2,136767,1,9,10,0,0,30,0,<=50K
63,1,0,2,0,2,219540,1,9,10,0,0,40,0,<=50K
36,0,0,1,1,2,114059,0,13,1,0,0,45,0,<=50K
56,0,0,1,1,2,247337,0,13,3,0,0,50,0,>50K
43,0,1,1,1,0,310969,10,15,3,0,0,40,0,<=50K
41,0,0,1,1,2,171546,0,13,9,0,0,45,0,>50K
41,1,0,2,4,2,217455,1,9,0,0,0,40,0,<=50K
36,0,0,2,0,2,410489,0,13,3,0,0,45,0,<=50K
59,0,0,1,1,2,146391,8,16,3,0,0,50,0,>50K
46,0,0,1,1,4,165484,6,12,1,0,0,44,0,>50K
23,1,0,0,0,2,184271,0,13,3,0,0,36,0,<=50K
46,0,0,4,0,1,231347,5,10,3,0,0,20,0,<=50K
53,0,0,1,1,2,95469,0,13,0,0,1902,40,0,>50K
47,0,3,0,4,2,244025,1,9,8,0,0,56,5,<=50K
46,1,0,0,0,3,46537,3,14,3,0,0,40,0,<=50K
47,0,0,1,1,2,205730,1,9,10,0,0,56,0,>50K
29,0,0,1,1,2,383745,1,9,8,0,1887,30,0,>50K
32,1,0,2,4,2,328199,9,11,1,0,0,40,0,<=50K
90,0,0,1,1,2,84553,1,9,8,0,0,40,0,<=50K
23,0,2,0,3,2,123983,9,11,3,0,0,40,0,<=50K
23,1,0,0,0,2,167868,9,11,0,0,0,40,0,<=50K
44,1,4,1,2,2,225879,5,10,0,0,0,30,4,>50K
81,1,0,1,2,5,247232,12,6,1,2936,0,28,0,<=50K
17,1,1,0,3,2,143791,12,6,4,0,0,12,0,<=50K
56,0,0,1,1,2,177271,9,11,9,0,0,40,0,>50K
58,0,0,1,1,3,129786,12,6,10,0,0,40,0,<=50K
45,0,0,1,1,2,31339,0,13,0,0,0,45,0,>50K
25,0,0,1,1,2,236267,1,9,2,0,0,40,0,<=50K
36,1,2,1,2,2,130620,0,13,3,0,0,35,11,>50K
32,1,0,1,2,2,208180,9,11,9,0,0,24,0,>50K
25,0,0,0,5,2,292058,1,9,4,0,0,30,0,<=50K
29,0,0,1,1,3,142712,5,10,0,0,0,40,0,>50K
23,0,0,0,0,2,119665,1,9,0,0,0,60,0,<=50K
41,0,0,1,1,2,116825,3,14,3,0,0,55,0,>50K
48,0,1,1,1,0,201177,0,13,1,0,0,40,0,>50K
29,0,0,1,1,2,118337,1,9,6,0,0,60,0,<=50K
55,0,0,1,1,2,289257,5,10,10,0,0,40,0,<=50K
30,0,2,1,1,2,190912,2,7,2,0,1651,40,36,<=50K
45,1,1,6,4,2,140581,5,10,4,0,0,40,0,<=50K
50,0,0,2,3,2,174102,1,9,10,0,0,40,5,<=50K
22,0,0,0,0,2,316509,1,9,10,0,0,50,0,<=50K
80,1,3,6,4,4,20101,1,9,4,0,0,32,0,<=50K
30,0,0,1,1,2,187279,1,9,2,0,0,44,0,<=50K
20,1,0,0,3,2,259496,5,10,5,0,0,20,0,<=50K
29,0,0,1,1,1,181466,1,9,5,0,0,35,0,<=50K
56,0,0,1,1,2,178202,5,10,8,0,0,40,0,<=50K
63,0,0,1,1,2,188976,0,13,0,0,0,40,0,<=50K
20,0,0,0,3,2,203027,1,9,2,0,0,40,0,<=50K
38,1,1,1,2,0,142022,1,9,0,0,0,40,0,<=50K
31,0,0,1,1,2,119033,1,9,10,0,0,40,0,<=50K
21,0,0,0,3,2,216181,5,10,5,0,0,35,0,<=50K
47,0,0,1,1,2,178341,12,6,8,0,0,46,0,>50K
25,1,2,0,4,4,244408,0,13,9,0,0,40,36,<=50K
31,1,1,4,4,2,198953,5,10,0,0,0,38,0,<=50K
28,1,0,0,0,2,173110,1,9,1,0,0,40,0,<=50K
38,0,0,1,1,2,66326,1,9,6,0,0,99,0,<=50K
30,0,0,1,1,4,181091,0,13,11,0,0,40,0,<=50K
39,0,0,1,1,5,135500,1,9,1,0,1977,40,0,>50K
26,1,0,0,0,2,86483,5,10,1,0,0,40,0,<=50K
47,1,0,0,5,2,167787,1,9,0,0,0,40,0,<=50K
27,0,0,0,0,1,208577,1,9,10,0,2258,50,0,<=50K
43,0,4,1,1,2,216697,5,10,11,0,0,32,0,<=50K
32,0,0,0,0,4,118457,0,13,3,0,0,55,0,<=50K
20,0,2,0,3,2,298635,5,10,5,0,0,30,11,<=50K
21,1,1,0,4,4,212780,14,8,2,0,0,20,0,<=50K
32,0,0,0,0,2,159187,9,11,3,0,0,40,0,<=50K
37,0,1,2,0,2,237995,9,11,8,0,0,48,0,<=50K
45,0,2,1,1,2,160724,1,9,10,0,0,40,36,<=50K
37,0,0,1,1,5,183800,6,12,5,0,1887,40,0,>50K
24,0,0,0,0,2,161198,0,13,3,0,0,25,0,<=50K
23,0,0,0,3,2,214542,5,10,7,0,0,40,0,<=50K
40,0,0,1,1,2,203761,1,9,8,0,0,40,0,>50K
38,0,0,1,1,2,161141,5,10,10,0,0,48,0,>50K
71,0,0,1,1,2,180117,12,6,8,0,0,40,0,<=50K
51,1,0,2,4,2,317396,5,10,0,0,0,40,0,<=50K
52,0,0,0,4,1,237868,5,10,0,0,0,5,0,<=50K
30,1,0,0,0,2,323069,0,13,5,0,0,40,0,<=50K
34,0,0,1,1,2,181091,1,9,10,7688,0,40,0,>50K
38,1,0,2,0,2,309122,12,6,8,0,0,40,0,<=50K
43,1,0,0,0,3,105936,9,11,3,13550,0,40,0,>50K
43,0,0,0,0,2,40024,2,7,6,0,0,42,0,<=50K
36,0,1,0,0,3,192443,5,10,1,13550,0,40,0,>50K
24,1,0,0,3,0,184216,5,10,0,0,0,40,0,<=50K
55,1,1,1,2,2,205422,12,6,4,0,0,40,0,<=50K
51,0,0,1,1,2,22211,3,14,3,0,1902,60,0,>50K
43,1,3,2,4,4,196308,1,9,1,0,0,40,0,<=50K
28,0,0,2,0,2,389713,1,9,11,0,0,40,0,<=50K
54,0,0,1,1,2,82566,6,12,5,0,0,45,0,<=50K
47,0,0,1,1,2,199058,5,10,3,0,0,40,0,>50K
47,0,0,1,1,2,160440,0,13,5,0,0,55,0,>50K
47,0,0,1,1,2,76034,5,10,4,0,0,57,0,>50K
38,1,0,0,4,2,188503,5,10,0,6497,0,35,0,<=50K
60,0,0,1,1,1,92845,11,3,7,0,0,40,0,<=50K
19,1,3,0,3,2,29083,1,9,5,0,0,25,0,<=50K
22,1,1,0,3,2,234474,5,10,0,0,0,25,0,<=50K
55,0,0,1,1,4,107308,3,14,3,0,0,40,0,>50K
44,1,1,4,5,2,111891,5,10,5,0,0,35,0,<=50K
53,0,0,1,1,1,145419,15,2,1,7688,0,67,25,>50K
44,1,0,1,2,4,193425,3,14,3,4386,0,40,0,>50K
28,0,0,0,0,3,188278,0,13,11,0,0,50,0,<=50K
30,1,1,0,4,4,303485,5,10,6,0,0,40,0,<=50K
39,1,3,0,3,4,67187,1,9,1,0,0,40,0,<=50K
43,1,0,2,4,0,114508,1,9,1,0,0,40,0,<=50K
24,1,0,0,5,2,204172,0,13,5,0,0,40,0,<=50K
27,0,0,0,0,4,162973,9,11,11,0,0,56,0,<=50K
64,0,0,1,1,1,192695,11,3,7,0,0,70,8,<=50K
41,0,0,1,1,4,89172,5,10,7,0,0,40,0,>50K
28,0,0,0,3,2,163320,1,9,6,0,0,40,0,<=50K
61,0,0,1,1,2,128230,1,9,3,0,0,30,0,<=50K
27,1,0,2,4,2,246440,2,7,8,0,0,40,0,<=50K
49,1,0,2,0,2,50567,5,10,0,0,0,32,0,<=50K
20,0,0,1,1,2,117476,5,10,10,0,0,40,0,<=50K
41,1,0,0,0,2,315834,0,13,3,0,1876,40,0,<=50K
28,0,0,1,1,4,214881,1,9,10,0,0,40,0,<=50K
36,0,0,2,0,2,195516,1,9,8,0,0,40,0,<=50K
44,0,0,2,3,1,218653,0,13,10,0,0,40,0,<=50K
51,1,0,1,2,2,87205,0,13,0,7688,0,20,0,>50K
40,1,1,2,4,2,164647,5,10,3,0,0,38,0,<=50K
19,1,0,0,0,2,129151,1,9,10,0,0,40,0,<=50K
54,1,0,1,2,2,319697,5,10,3,0,0,40,0,<=50K
55,0,0,2,0,1,193374,1,9,10,0,0,40,0,<=50K
57,1,0,6,0,2,167864,9,11,3,0,0,40,0,<=50K
29,1,0,4,0,2,197932,5,10,13,0,0,30,24,<=50K
51,1,0,2,4,2,102904,1,9,5,0,0,43,0,<=50K
44,0,0,2,0,2,216907,1,9,4,0,0,37,0,<=50K
35,0,0,1,1,4,331395,9,11,11,0,0,42,0,<=50K
40,0,0,2,0,2,171424,1,9,6,0,0,40,0,<=50K
46,1,0,4,0,2,35406,7,4,4,0,0,32,0,<=50K
25,0,0,1,1,2,238964,5,10,10,0,0,60,0,>50K
33,0,0,0,0,2,213002,0,13,3,0,1408,36,0,<=50K
32,1,0,0,5,2,27882,5,10,8,0,2205,40,40,<=50K
22,1,0,0,0,2,340543,1,9,9,0,0,40,0,<=50K
39,1,2,1,2,2,70240,5,10,5,0,0,40,11,<=50K
18,0,2,0,3,1,87169,1,9,7,0,0,40,0,<=50K
43,1,1,2,4,2,253759,1,9,0,0,0,45,0,<=50K
46,0,0,0,5,2,194431,1,9,9,0,0,40,0,<=50K
63,0,0,1,1,2,137843,5,10,5,7298,0,48,0,>50K
59,0,0,1,1,2,182460,0,13,1,0,0,60,0,>50K
40,1,0,0,0,4,26929,3,14,3,0,0,40,0,<=50K
23,0,0,0,3,2,399022,1,9,4,0,0,35,0,<=50K
36,0,0,1,1,2,218490,9,11,5,0,0,60,0,<=50K
48,1,0,2,4,2,164423,1,9,8,0,0,40,0,<=50K
43,1,0,1,2,2,124436,5,10,3,0,0,40,0,>50K
18,1,0,0,3,2,60981,12,6,4,0,0,30,0,<=50K
17,0,0,0,3,2,70868,2,7,10,0,0,16,0,<=50K
53,0,0,1,1,2,228500,1,9,8,0,0,40,0,>50K
36,1,0,2,0,0,76767,5,10,1,0,0,39,0,<=50K
20,0,0,0,0,2,218178,1,9,2,0,0,40,0,<=50K
22,1,0,0,0,2,615367,0,13,5,0,0,60,0,<=50K
34,0,0,1,1,2,150324,0,13,3,0,0,40,0,>50K
39,0,0,2,3,2,51264,2,7,4,0,0,40,0,<=50K
57,1,0,6,0,2,197642,5,10,4,0,0,40,0,<=50K
30,1,0,2,4,2,229895,12,6,4,0,0,40,0,<=50K
37,0,0,1,1,2,167415,10,15,3,0,0,60,0,>50K
51,0,0,1,1,2,166934,1,9,8,0,0,40,0,>50K
38,0,0,0,4,2,305597,1,9,6,0,0,40,0,<=50K
34,1,0,0,4,2,301591,1,9,1,0,0,35,0,<=50K
47,1,1,3,0,3,229646,1,9,0,0,0,40,5,<=50K
28,0,0,1,1,1,51461,1,9,7,0,0,40,0,<=50K
25,0,0,0,0,2,206600,12,6,4,0,0,24,35,<=50K
25,1,0,0,0,2,176836,5,10,1,0,0,60,0,<=50K
50,0,0,1,1,2,204447,3,14,1,15024,0,65,0,>50K
50,0,0,1,1,2,33304,1,9,10,0,0,40,0,>50K
43,0,0,1,1,2,174051,0,13,10,0,0,48,0,<=50K
27,0,0,0,0,2,38918,1,9,6,0,1876,75,0,<=50K
32,0,0,1,1,2,170017,1,9,10,0,0,50,0,<=50K
44,0,0,0,4,2,98466,12,6,7,0,0,35,0,<=50K
19,1,1,0,4,2,188864,1,9,5,0,0,20,0,<=50K
53,0,0,6,0,5,137815,5,10,1,0,0,40,0,>50K
21,0,0,0,0,2,43475,1,9,11,0,0,40,0,<=50K
26,0,0,0,0,2,557236,1,9,6,0,0,40,0,<=50K
68,0,0,1,1,2,32779,1,9,6,0,419,12,0,<=50K
31,0,0,1,1,2,161765,5,10,5,0,2051,57,0,<=50K
32,0,0,0,5,2,207668,0,13,1,0,2444,50,0,>50K
33,0,0,0,3,2,171215,3,14,0,0,0,40,0,<=50K
24,0,0,1,1,2,183751,2,7,10,0,0,65,0,<=50K
30,0,0,1,1,2,149507,1,9,5,0,0,42,0,<=50K
49,0,0,1,1,2,98092,1,9,10,0,0,40,0,>50K
18,0,1,0,0,2,123714,2,7,2,0,0,40,0,<=50K
30,1,0,0,0,0,190385,5,10,0,0,0,37,0,<=50K
51,0,0,1,1,2,334273,1,9,10,0,0,40,0,<=50K
52,0,0,1,1,2,343440,5,10,3,0,0,40,0,<=50K
52,0,0,2,5,2,208302,1,9,4,0,0,30,0,<=50K
23,0,1,0,3,4,280164,1,9,4,0,0,32,0,<=50K
23,0,0,0,0,1,174714,12,6,10,0,0,60,0,<=50K
36,0,0,1,1,2,184655,1,9,8,0,0,48,0,<=50K
19,0,0,0,5,2,140459,2,7,10,0,0,25,0,<=50K
53,0,0,1,1,1,108815,1,9,10,0,0,60,0,<=50K
17,0,0,0,3,2,152652,2,7,2,0,0,25,0,<=50K
69,1,0,6,0,2,269499,1,9,2,0,0,8,0,<=50K
46,1,0,2,4,4,33373,0,13,3,0,0,40,0,<=50K
33,0,0,4,0,2,243674,1,9,9,0,0,46,0,<=50K
40,0,0,1,1,2,225432,5,10,8,0,0,45,0,<=50K
29,0,0,1,1,4,195520,3,14,3,0,0,40,0,<=50K
41,1,0,2,4,2,70092,5,10,0,0,0,38,0,<=50K
22,0,0,1,1,2,189888,1,9,5,0,0,45,0,<=50K
28,0,0,1,1,2,64307,7,4,10,0,0,40,0,<=50K
31,0,0,1,1,2,94235,0,13,10,0,0,46,0,<=50K
35,1,0,0,0,2,62333,0,13,3,0,0,40,0,<=50K
38,0,1,1,1,2,260997,5,10,8,0,0,40,0,<=50K
17,1,0,0,3,2,146268,12,6,4,0,0,10,0,<=50K
39,0,0,1,1,2,147258,12,6,10,0,0,40,0,<=50K
27,0,1,0,0,1,207948,5,10,4,0,0,40,0,<=50K
50,1,0,0,3,2,180607,1,9,0,0,0,40,0,<=50K
56,0,0,1,1,4,104996,1,9,6,0,0,40,0,<=50K
80,0,0,1,1,1,562336,1,9,7,0,0,20,0,<=50K
38,1,0,1,2,1,334366,5,10,7,0,0,15,0,<=50K
52,0,1,1,1,0,142757,1,9,11,0,0,40,0,>50K
26,0,1,0,3,4,220656,0,13,3,0,0,38,7,<=50K
43,1,2,2,3,2,96483,1,9,4,0,0,40,27,<=50K
45,1,0,0,0,2,51744,0,13,1,0,0,42,0,<=50K
41,0,1,1,1,5,114967,9,11,1,0,0,40,0,>50K
30,1,0,2,0,2,393965,6,12,0,0,0,25,0,<=50K
24,0,0,1,1,2,41838,5,10,10,2407,0,40,0,<=50K
43,1,0,2,4,4,143046,5,10,4,0,0,20,0,<=50K
44,0,0,1,1,2,209174,0,13,1,0,0,70,0,>50K
54,0,1,2,0,2,183248,1,9,6,0,0,40,0,<=50K
23,1,0,0,3,2,102942,0,13,3,0,2258,40,0,>50K
33,0,0,1,1,1,427474,1,9,5,0,0,60,0,>50K
18,0,0,0,3,2,338632,2,7,4,0,0,16,0,<=50K
38,1,0,4,4,2,89559,5,10,3,0,0,40,9,<=50K
41,0,0,1,1,1,32533,9,11,7,0,0,45,0,<=50K
66,0,0,1,1,5,112376,7,4,10,0,0,40,0,>50K
60,1,0,2,4,1,44915,3,14,3,0,0,10,0,<=50K
24,0,1,0,4,4,111450,12,6,10,0,0,65,19,<=50K
61,1,0,2,4,2,171429,2,7,4,0,0,36,0,<=50K
35,0,0,1,1,4,190964,0,13,10,0,0,40,0,<=50K
19,1,0,0,3,2,109005,5,10,3,0,0,40,0,<=50K
52,1,1,0,4,2,404453,1,9,0,0,0,40,0,<=50K
38,0,0,1,1,1,280169,0,13,5,7298,0,50,0,>50K
39,0,0,1,1,1,163204,1,9,5,0,0,40,0,<=50K
33,0,0,1,1,1,192256,0,13,10,0,0,50,0,<=50K
52,1,0,2,4,2,181755,1,9,0,0,0,40,0,<=50K
41,1,0,4,4,2,183105,1,9,8,0,0,44,1,<=50K
37,0,0,1,1,2,335168,5,10,5,0,0,55,0,<=50K
38,0,0,1,1,4,86643,0,13,3,0,0,45,0,>50K
27,1,0,0,0,2,180262,5,10,1,0,0,40,0,<=50K
38,1,0,0,4,2,127865,3,14,0,0,0,40,0,<=50K
38,0,2,1,1,1,146042,0,13,3,3103,0,60,0,>50K
49,0,0,1,1,1,102110,1,9,9,0,0,30,0,>50K
22,0,0,0,5,2,202745,1,9,8,0,0,55,0,<=50K
40,0,0,1,1,3,199303,6,12,3,0,0,40,0,>50K
20,0,0,1,1,2,266467,1,9,10,0,0,40,0,<=50K
34,1,0,0,0,3,345259,8,16,3,0,0,99,0,<=50K
24,0,0,0,0,2,204935,3,14,0,0,0,56,0,<=50K
58,0,0,4,0,3,244830,0,13,3,4787,0,40,0,>50K
24,1,0,0,3,2,190457,5,10,0,0,0,40,0,<=50K
43,0,0,0,0,2,180138,1,9,10,0,0,45,0,<=50K
38,1,0,0,3,2,166585,1,9,1,0,0,40,0,<=50K
42,0,0,1,1,2,29962,1,9,10,0,0,40,0,<=50K
27,0,0,1,1,2,191129,5,10,8,0,0,40,0,<=50K
18,1,0,0,3,2,378707,12,6,5,0,0,20,0,<=50K
37,0,3,0,5,2,116358,1,9,10,27828,0,48,0,>50K
48,0,0,2,0,2,240629,1,9,6,0,0,65,0,<=50K
40,1,0,4,0,2,233320,7,4,4,0,0,25,0,<=50K
50,0,2,1,1,5,302708,0,13,1,7688,0,50,28,>50K
57,1,3,4,0,2,29375,1,9,5,0,0,35,0,<=50K
36,0,0,1,1,4,137314,5,10,11,0,0,60,0,>50K
41,0,0,1,1,2,140886,1,9,7,0,0,40,0,<=50K
90,0,0,1,1,2,226968,7,4,8,0,0,40,0,<=50K
66,1,1,6,0,2,151793,7,4,4,0,0,10,0,<=50K
34,1,0,1,2,1,56460,1,9,7,0,2179,12,0,<=50K
23,0,2,0,3,2,72887,1,9,10,0,0,1,36,<=50K
35,0,0,1,1,2,261646,1,9,11,0,0,55,0,<=50K
32,0,0,1,1,2,178615,1,9,10,2407,0,40,0,<=50K
33,0,1,0,0,2,295589,0,13,3,0,0,50,0,>50K
32,0,0,1,1,5,377836,9,11,1,0,0,40,0,<=50K
31,0,2,1,1,2,56510,5,10,10,0,0,40,0,<=50K
32,0,0,1,1,1,337696,5,10,5,0,0,50,0,<=50K
40,0,0,1,1,2,183765,1,9,4,0,0,40,0,<=50K
27,0,0,0,0,1,107846,1,9,11,0,0,30,0,<=50K
34,0,3,0,0,4,22641,1,9,11,0,0,40,0,<=50K
35,1,1,1,2,2,204590,9,11,4,0,0,40,0,>50K
29,0,0,1,1,2,114801,5,10,1,0,0,40,0,<=50K
41,1,1,4,4,2,190591,1,9,4,0,0,20,0,<=50K
33,1,0,1,2,0,220066,8,16,3,0,0,48,0,>50K
52,0,0,1,1,2,128378,0,13,3,0,0,40,0,>50K
20,0,0,1,1,2,157595,1,9,10,0,0,40,0,<=50K
18,0,0,0,3,4,152171,2,7,11,0,0,10,0,<=50K
49,1,0,2,4,2,240841,7,4,4,0,0,35,0,<=50K
58,0,0,1,1,2,94345,1,9,5,0,0,40,0,<=50K
23,1,0,2,4,1,289116,1,9,4,0,0,50,0,<=50K
59,0,0,1,1,2,176647,1,9,10,0,0,40,0,>50K
49,0,0,1,1,1,79627,5,10,1,0,0,40,0,<=50K
23,1,0,0,3,4,210781,0,13,3,0,0,15,0,<=50K
20,0,0,0,0,2,493443,2,7,2,0,0,40,0,<=50K
36,0,0,1,1,2,86459,9,11,1,0,1887,50,0,>50K
64,1,0,6,0,2,312242,5,10,1,0,0,3,0,<=50K
34,1,0,0,0,2,185408,5,10,1,0,0,40,0,<=50K
63,1,0,3,5,2,101077,6,12,0,0,0,35,0,<=50K
51,1,1,0,0,2,147200,1,9,0,0,0,40,0,<=50K
40,1,1,2,0,0,166327,5,10,0,0,0,35,0,<=50K
55,0,0,1,1,2,178644,4,5,10,0,0,55,0,<=50K
30,0,0,0,0,2,158420,0,13,8,0,0,25,0,<=50K
32,0,0,1,1,1,37232,10,15,3,7688,0,45,0,>50K
55,0,0,1,1,2,141877,0,13,8,0,0,40,0,<=50K
47,0,0,2,0,4,81654,5,10,1,0,0,56,0,>50K
50,0,0,2,0,2,177705,0,13,4,0,0,40,0,<=50K
42,0,1,1,1,2,124792,1,9,10,7688,0,45,0,>50K
32,0,0,1,1,1,129497,5,10,10,0,0,55,0,>50K
60,0,0,1,1,2,114413,6,12,5,0,0,30,0,<=50K
53,0,0,1,1,2,189511,1,9,10,0,0,40,0,<=50K
58,0,0,6,4,2,111625,0,13,1,8614,0,40,0,>50K
45,0,0,0,0,2,246431,0,13,3,0,0,30,0,<=50K
31,0,0,0,3,2,147654,1,9,1,0,0,40,0,<=50K
32,0,0,0,0,1,443546,1,9,10,0,0,40,0,<=50K
37,1,0,2,4,2,281751,5,10,4,0,0,30,0,<=50K
28,1,0,0,0,2,263128,5,10,0,0,0,60,0,<=50K
26,0,0,0,0,2,292692,14,8,10,0,0,40,4,<=50K
47,0,0,1,1,5,96798,1,9,1,0,0,80,0,>50K
34,0,0,1,1,2,430554,5,10,1,0,0,50,0,>50K
42,0,1,2,0,2,317078,1,9,8,0,0,40,0,<=50K
48,1,0,1,2,2,108557,0,13,9,99999,0,40,0,>50K
32,1,1,0,4,2,207400,1,9,8,0,0,40,0,<=50K
35,1,0,1,2,2,187089,9,11,1,0,0,42,0,>50K
46,1,0,1,2,4,398986,8,16,3,0,1902,52,0,>50K
38,0,0,1,1,2,238980,5,10,4,0,0,40,0,<=50K
35,0,0,1,1,2,183800,0,13,0,0,0,40,0,>50K
45,0,1,2,4,2,287190,6,12,0,0,0,35,0,<=50K
31,0,0,0,0,2,111363,0,13,1,0,0,40,0,<=50K
52,0,0,1,1,5,260938,5,10,1,0,0,60,0,>50K
20,0,0,0,3,2,183594,5,10,2,0,0,50,0,<=50K
24,0,0,0,0,2,172496,3,14,9,0,0,50,0,<=50K
29,0,0,1,1,2,389713,9,11,10,0,0,40,0,>50K
23,1,0,0,0,2,174413,0,13,1,0,0,40,0,<=50K
34,0,0,1,1,0,189843,1,9,0,0,0,40,0,<=50K
54,1,0,6,4,2,198546,3,14,0,0,0,38,0,<=50K
21,1,0,0,0,2,82497,5,10,4,0,0,30,0,<=50K
23,1,0,0,3,2,193090,0,13,0,0,0,30,0,<=50K
79,1,0,6,0,2,172220,7,4,13,2964,0,30,0,<=50K
55,0,0,1,1,2,208451,3,14,1,0,0,40,0,>50K
60,1,0,2,4,2,163729,1,9,9,2597,0,40,0,<=50K
37,0,1,2,0,2,434097,6,12,10,0,0,40,0,<=50K
47,0,0,2,0,2,192053,1,9,6,0,1590,40,0,<=50K
20,0,0,0,3,0,178628,5,10,0,0,0,40,0,<=50K
53,0,0,0,0,2,96827,0,13,4,0,0,40,8,<=50K
34,1,0,1,2,2,154667,1,9,8,0,0,40,0,<=50K
43,1,1,2,4,2,160246,5,10,3,0,0,40,0,<=50K
24,0,0,1,1,1,166036,5,10,6,0,0,60,0,<=50K
23,0,3,0,3,2,186813,1,9,11,0,0,40,0,<=50K
29,0,4,0,0,2,162312,9,11,8,0,0,40,0,<=50K
58,1,1,2,4,2,183893,5,10,0,0,0,40,0,<=50K
40,1,0,0,3,2,111829,3,14,0,0,0,40,0,<=50K
43,1,0,1,2,3,175669,5,10,0,0,0,40,0,<=50K
25,0,0,0,0,0,104097,3,14,1,0,0,40,0,<=50K
23,0,0,0,3,4,117618,0,13,3,0,0,24,0,<=50K
34,0,0,1,1,5,202450,1,9,10,0,0,50,0,<=50K
26,1,0,4,4,2,109570,5,10,5,0,0,35,0,<=50K
60,1,0,0,0,2,101096,8,16,3,0,0,65,0,>50K
39,0,0,1,1,2,236391,1,9,6,0,0,50,0,>50K
21,0,0,0,3,2,136975,1,9,4,0,0,40,0,<=50K
45,0,0,1,1,2,167523,1,9,6,0,2179,45,0,<=50K
33,0,0,0,0,2,240979,5,10,1,0,0,40,0,<=50K
26,0,0,0,0,2,248612,0,13,1,0,0,70,0,>50K
39,1,0,2,4,2,151023,5,10,0,114,0,45,0,<=50K
29,1,0,0,0,2,236436,6,12,3,8614,0,40,0,>50K
52,0,0,1,1,2,61735,2,7,4,0,0,40,0,<=50K
34,0,0,1,1,2,243165,0,13,4,0,0,30,0,>50K
24,0,0,0,0,2,388885,1,9,8,0,0,48,0,<=50K
77,0,0,1,1,5,84979,8,16,7,20051,0,40,0,>50K
34,0,0,1,1,1,87209,3,14,7,0,0,60,0,<=50K
53,0,0,1,1,1,168539,4,5,7,0,0,70,0,<=50K
31,0,1,4,0,2,179013,1,9,10,0,0,40,0,<=50K
58,1,0,2,0,2,196643,1,9,5,0,0,15,0,<=50K
50,0,0,1,1,1,68898,3,14,5,7688,0,55,0,>50K
32,0,0,1,1,2,156464,1,9,10,0,0,40,0,<=50K
57,1,0,2,0,2,35884,1,9,4,0,0,40,0,<=50K
32,1,0,0,0,2,182714,1,9,5,0,0,45,0,<=50K
77,1,1,1,2,2,344425,4,5,13,0,0,10,0,<=50K
37,0,0,0,0,1,177277,5,10,10,0,0,40,0,<=50K
51,1,0,1,5,2,70767,1,9,0,0,0,40,0,<=50K
33,0,1,2,4,1,520078,6,12,5,0,0,60,0,<=50K
53,1,0,3,5,4,321770,1,9,6,0,0,35,0,<=50K
32,0,0,2,0,2,158416,1,9,5,0,0,50,0,<=50K
30,0,0,1,1,2,312667,5,10,10,0,0,40,0,<=50K
19,1,0,0,3,2,208656,5,10,0,594,0,20,0,<=50K
33,1,0,3,4,2,31481,0,13,4,0,0,24,0,<=50K
31,1,0,0,0,2,259531,9,11,0,0,0,40,0,<=50K
28,1,1,0,4,2,186239,5,10,0,0,0,40,0,<=50K
19,1,0,0,3,2,162954,14,8,4,0,0,20,0,<=50K
27,0,0,1,1,2,249315,1,9,5,0,0,60,0,<=50K
21,0,0,1,1,2,308237,11,3,2,0,0,40,4,<=50K
24,1,0,0,0,2,103064,0,13,3,0,0,40,0,<=50K
46,0,0,2,0,2,185847,1,9,6,0,0,54,0,<=50K
31,1,0,0,0,2,168521,0,13,1,0,0,40,0,<=50K
60,0,0,1,1,2,198170,5,10,6,0,0,40,0,>50K
21,1,1,4,4,2,353628,12,6,5,0,0,38,0,<=50K
31,0,0,2,0,2,272069,9,11,6,0,0,40,0,<=50K
26,0,0,1,1,2,22328,0,13,5,0,0,40,0,>50K
